ill	-3.02	0.49
worst	-2.92	0.61
tragic	-2.91	0.68
starving	-2.91	0.53
fatal	-2.89	0.49
frightful	-2.88	0.68
miserable	-2.78	0.71
weak	-2.73	0.69
discouraging	-2.73	0.57
terrible	-2.70	0.79
wretched	-2.64	0.66
defective	-2.59	0.65
depressing	-2.59	0.68
lonely	-2.56	0.68
sick	-2.54	0.81
queer	-2.47	0.54
ugly	-2.44	0.60
dismal	-2.41	0.61
embarrassing	-2.40	0.81
deaf	-2.38	0.68
blind	-2.37	0.77
brutal	-2.37	0.97
sinister	-2.36	0.81
vicious	-2.34	0.92
helpless	-2.31	0.79
dreadful	-2.25	0.81
immigrant	-2.25	0.87
tired	-2.23	0.75
hideous	-2.22	0.94
hungry	-2.21	0.75
stricken	-2.17	0.77
moody	-2.16	0.76
devastating	-2.14	0.68
ghastly	-2.14	0.92
inevitable	-2.12	0.82
destitute	-2.07	0.90
foul	-2.05	0.91
grotesque	-2.03	1.02
bitter	-2.02	0.61
depressed	-2.01	0.81
crippled	-2.01	0.94
inexplicable	-1.99	0.60
mortal	-1.98	0.68
gloomy	-1.97	0.62
restless	-1.97	0.77
mute	-1.96	0.64
ignorant	-1.94	0.77
grim	-1.93	0.75
earliest	-1.93	1.02
homeless	-1.93	0.93
appalling	-1.92	0.93
monstrous	-1.92	1.03
bewildered	-1.91	0.76
weird	-1.90	1.01
distorted	-1.90	0.95
unworthy	-1.89	0.69
prevalent	-1.88	0.74
uneasy	-1.87	0.84
absurd	-1.84	0.78
pathetic	-1.84	0.60
resentful	-1.83	0.85
appropriate	-1.80	0.88
unknown	-1.80	0.88
needy	-1.78	0.98
unreal	-1.77	0.94
sore	-1.77	0.93
lonesome	-1.77	0.66
awful	-1.75	0.92
abnormal	-1.74	0.85
unemployed	-1.74	1.01
selfish	-1.73	0.92
alien	-1.73	0.67
imaginary	-1.72	0.89
improper	-1.71	0.93
ragged	-1.70	0.85
trifling	-1.68	0.79
sordid	-1.67	0.27
decisive	-1.67	1.02
peculiar	-1.67	0.83
sad	-1.66	0.83
worse	-1.66	0.95
crazy	-1.65	0.99
corrupt	-1.65	1.02
lame	-1.62	0.98
jobless	-1.62	1.01
conceivable	-1.62	0.91
unsatisfactory	-1.60	0.81
filthy	-1.60	0.96
dangerous	-1.60	0.70
destructive	-1.58	1.01
faulty	-1.58	0.74
hopeless	-1.57	0.19
rude	-1.57	0.75
unimportant	-1.57	0.96
dumb	-1.57	0.79
annoying	-1.56	0.61
dead	-1.54	0.93
alarming	-1.53	0.89
afraid	-1.53	0.84
poorer	-1.52	0.91
weary	-1.52	0.50
fleeting	-1.51	0.86
alleged	-1.48	0.76
chronic	-1.47	0.22
baptist	-1.46	0.94
forlorn	-1.46	0.33
futile	-1.46	0.14
dreary	-1.45	0.23
insane	-1.45	0.30
approximate	-1.42	1.06
curious	-1.42	0.74
embarrassed	-1.42	0.91
supernatural	-1.41	1.05
unusual	-1.39	0.89
fantastic	-1.39	1.00
heathen	-1.38	1.05
strange	-1.37	1.08
unexpected	-1.37	0.88
natural	-1.36	1.09
doubtful	-1.36	0.81
deadly	-1.36	0.30
indignant	-1.35	0.90
melancholy	-1.35	0.84
universal	-1.34	1.22
exceptional	-1.34	0.92
preoccupied	-1.34	0.90
vulgar	-1.33	0.27
strangest	-1.33	0.61
unseen	-1.32	1.08
cruel	-1.32	0.39
favorable	-1.32	0.73
ruthless	-1.31	1.07
frail	-1.31	0.89
stupid	-1.30	0.30
superficial	-1.30	0.73
intolerable	-1.29	0.34
unscrupulous	-1.27	1.10
damned	-1.26	1.25
inherent	-1.26	1.20
lousy	-1.25	1.25
remarkable	-1.25	0.97
dizzy	-1.25	0.36
desperate	-1.24	0.25
horrid	-1.23	0.79
mysterious	-1.22	0.52
murderous	-1.22	0.39
haggard	-1.22	0.37
frightened	-1.22	0.48
pitiful	-1.21	0.33
poisonous	-1.20	0.73
illuminating	-1.20	0.84
savage	-1.20	0.23
mad	-1.19	0.42
worried	-1.19	0.50
sleepy	-1.18	0.45
menacing	-1.18	0.36
criminal	-1.17	1.12
severe	-1.17	0.18
goddamn	-1.17	1.25
nasty	-1.15	1.22
unnatural	-1.15	0.34
senseless	-1.13	0.23
dependent	-1.13	0.43
angry	-1.13	0.42
damn	-1.12	1.30
crucial	-1.12	1.08
significant	-1.10	1.01
terrifying	-1.10	1.09
bruised	-1.10	0.41
dishonest	-1.09	0.31
immoral	-1.09	0.29
