miserable	-3.01	0.48
weak	-2.94	0.49
sick	-2.93	0.53
wretched	-2.89	0.51
ignorant	-2.81	0.54
foul	-2.71	0.59
hideous	-2.67	0.79
ugly	-2.66	0.64
wicked	-2.66	0.42
dirty	-2.64	0.55
dying	-2.64	0.56
ghastly	-2.63	0.68
false	-2.62	0.64
dead	-2.59	0.51
foolish	-2.57	0.46
vicious	-2.57	0.57
lonely	-2.54	0.60
worse	-2.51	0.68
blind	-2.47	0.49
disgraced	-2.46	0.54
stupid	-2.45	0.48
feeble	-2.44	0.57
lame	-2.42	0.58
crippled	-2.42	0.64
morbid	-2.42	0.85
stricken	-2.38	0.62
helpless	-2.38	0.70
dreadful	-2.38	0.68
worthless	-2.38	0.44
painful	-2.37	0.84
cruel	-2.35	0.75
starving	-2.31	0.68
vile	-2.31	0.58
wrong	-2.29	0.68
ill	-2.23	0.57
brutal	-2.22	0.72
insane	-2.18	0.56
fearful	-2.16	0.83
wounded	-2.16	0.72
typhoid	-2.15	0.54
hateful	-2.13	0.82
unworthy	-2.13	0.54
pitiful	-2.11	0.55
hopeless	-2.10	0.63
guilty	-2.08	0.69
damned	-2.08	0.60
terrible	-2.07	0.89
uncomfortable	-2.06	0.81
weary	-2.05	0.68
eldest	-2.04	0.62
distorted	-2.04	0.78
frightful	-2.00	0.88
ragged	-1.99	0.68
unkind	-1.98	0.58
mortal	-1.98	0.75
careless	-1.97	0.60
naughty	-1.97	0.42
bloody	-1.96	0.82
incidental	-1.96	1.01
deadly	-1.95	0.82
disgraceful	-1.94	0.70
afraid	-1.93	0.67
treacherous	-1.93	0.87
idle	-1.93	0.63
trivial	-1.93	0.73
appalling	-1.93	0.83
incompetent	-1.92	0.80
dreary	-1.92	0.61
awkward	-1.91	0.61
forlorn	-1.91	0.69
sore	-1.91	0.67
merciless	-1.90	0.91
fatal	-1.88	0.77
timid	-1.88	0.71
gross	-1.87	0.81
tired	-1.85	0.72
hungry	-1.83	0.72
frightened	-1.83	0.75
aged	-1.81	0.77
unreal	-1.80	0.85
vague	-1.80	0.87
unwise	-1.80	0.75
trifling	-1.79	0.74
annoying	-1.77	0.95
destitute	-1.77	0.68
crazy	-1.77	0.74
shocking	-1.74	0.90
mad	-1.73	0.69
alarming	-1.72	1.03
cowardly	-1.72	0.27
