wretched	-3.20	0.46
dependent	-3.02	0.51
vile	-2.98	0.45
miserable	-2.88	0.52
terrible	-2.86	0.60
pitiful	-2.82	0.42
thoughtless	-2.76	0.36
vicious	-2.68	0.55
starving	-2.65	0.60
awful	-2.58	0.67
hideous	-2.54	0.61
weary	-2.54	0.57
blind	-2.51	0.49
foul	-2.49	0.73
helpless	-2.48	0.64
sick	-2.47	0.61
forlorn	-2.47	0.65
ignorant	-2.47	0.46
destitute	-2.46	0.68
stupid	-2.42	0.37
dire	-2.42	0.63
drunken	-2.35	0.44
cruel	-2.34	0.45
dying	-2.32	0.51
lazy	-2.32	0.45
stricken	-2.30	0.61
ghastly	-2.30	0.73
wrong	-2.29	0.65
crippled	-2.28	0.62
dreadful	-2.25	0.75
abject	-2.24	0.58
weak	-2.23	0.60
bloody	-2.23	0.67
wicked	-2.16	0.58
dirty	-2.16	0.55
shameful	-2.12	0.57
sorrowful	-2.10	0.60
lame	-2.10	0.66
toiling	-2.09	0.65
hungry	-2.09	0.59
grievous	-2.08	0.60
desolate	-2.06	0.61
dreary	-2.06	0.47
feeble	-2.03	0.67
dumb	-2.02	0.67
mad	-2.01	0.47
drunk	-2.01	0.52
ragged	-2.00	0.69
ill	-2.00	0.58
monstrous	-1.99	0.73
poorest	-1.99	0.63
lonely	-1.99	0.59
corrupt	-1.98	0.74
rude	-1.95	0.53
deserving	-1.95	0.65
fearful	-1.95	0.89
restless	-1.94	0.72
deadly	-1.94	0.59
insane	-1.93	0.64
worst	-1.93	0.77
depressed	-1.93	0.74
horrid	-1.92	0.72
guilty	-1.90	0.65
dead	-1.90	0.62
unlucky	-1.89	0.74
afraid	-1.89	0.49
heartless	-1.89	0.15
careless	-1.89	0.58
hateful	-1.87	0.56
poisonous	-1.85	0.65
frightful	-1.85	0.85
uncertain	-1.85	0.59
uneasy	-1.84	0.75
disastrous	-1.82	0.62
hopeless	-1.82	0.31
frail	-1.82	0.67
ludicrous	-1.81	0.67
lowly	-1.79	0.55
cowardly	-1.78	0.18
ugly	-1.78	0.55
obstinate	-1.78	0.59
dismal	-1.77	0.63
sorry	-1.77	0.46
intolerable	-1.76	0.64
dissatisfied	-1.74	0.73
poorer	-1.74	0.61
responsible	-1.73	0.62
puerperal	-1.73	0.57
foolish	-1.72	0.61
troublesome	-1.71	0.78
selfish	-1.71	0.19
brutal	-1.70	0.18
serious	-1.69	0.81
rotten	-1.69	0.53
dull	-1.68	0.29
sad	-1.67	0.63
superstitious	-1.67	0.71
silly	-1.67	0.46
inferior	-1.66	0.83
harsh	-1.65	0.66
weird	-1.65	1.04
grim	-1.64	0.75
bleeding	-1.64	0.39
defective	-1.63	0.68
trivial	-1.63	0.66
sinful	-1.63	0.17
frivolous	-1.62	0.58
brooding	-1.61	0.71
haggard	-1.61	0.36
premature	-1.60	0.74
notorious	-1.60	0.60
meagre	-1.60	0.59
phantom	-1.60	0.92
ominous	-1.59	0.92
stubborn	-1.59	0.71
treacherous	-1.58	0.15
