wretched	-3.28	0.40
ill	-3.27	0.43
wicked	-3.05	0.64
miserable	-3.00	0.48
worst	-2.99	0.63
sick	-2.92	0.55
tragic	-2.89	0.57
deplorable	-2.88	0.58
hideous	-2.84	0.85
jealous	-2.81	0.52
ugly	-2.77	0.57
sinister	-2.77	0.90
worrying	-2.69	0.47
horrid	-2.68	0.40
weak	-2.68	0.53
sorry	-2.65	0.52
lonely	-2.64	0.58
afraid	-2.60	0.60
hungry	-2.54	0.55
forlorn	-2.51	0.57
worried	-2.48	0.81
depressed	-2.48	0.82
brutal	-2.48	0.73
hopeless	-2.45	0.52
terrifying	-2.45	0.88
terrible	-2.45	0.72
vile	-2.45	0.81
ghastly	-2.43	0.63
helpless	-2.42	0.69
frightful	-2.39	0.72
queer	-2.39	0.54
cruel	-2.39	0.72
monstrous	-2.38	0.88
fearful	-2.37	0.59
dreadful	-2.35	0.72
angry	-2.35	0.79
perplexed	-2.34	0.89
tired	-2.30	0.79
blind	-2.30	0.68
supernatural	-2.30	1.11
uneasy	-2.30	0.91
sore	-2.28	0.68
wounded	-2.27	0.67
weary	-2.26	0.69
shocking	-2.26	0.59
sad	-2.26	0.59
bewildered	-2.26	0.89
ashamed	-2.25	0.82
weird	-2.25	0.81
silly	-2.22	0.61
absurd	-2.22	0.66
lonesome	-2.22	0.58
stricken	-2.22	0.47
fatal	-2.21	0.61
starving	-2.19	0.67
unkind	-2.19	0.55
stupid	-2.17	0.61
painful	-2.17	0.78
dissatisfied	-2.16	0.87
distressing	-2.16	0.78
murderous	-2.16	0.84
grotesque	-2.14	0.82
hateful	-2.14	0.74
crippled	-2.12	0.59
pitiful	-2.11	0.53
ferocious	-2.09	0.65
snarling	-2.09	0.81
insane	-2.08	0.75
ignorant	-2.08	0.67
anxious	-2.07	0.92
lame	-2.07	0.69
deadly	-2.06	0.85
appalling	-2.05	0.61
dumb	-2.05	0.67
melancholy	-2.04	0.48
harmful	-2.03	0.66
scared	-2.01	0.80
distorted	-1.97	0.84
crazy	-1.96	0.68
dead	-1.96	0.79
harsh	-1.94	0.58
restless	-1.93	0.55
disappointed	-1.91	0.65
unnecessary	-1.90	0.78
awful	-1.88	0.90
needless	-1.88	0.79
frightened	-1.87	0.56
unnatural	-1.82	0.84
puzzled	-1.81	0.69
preoccupied	-1.80	0.93
bruised	-1.78	0.37
trivial	-1.78	0.79
pathetic	-1.78	0.53
bored	-1.78	0.60
worse	-1.78	0.84
lawless	-1.78	0.71
limp	-1.77	0.80
wrong	-1.77	0.87
filthy	-1.76	0.22
cowardly	-1.76	0.36
uncomfortable	-1.75	0.73
strange	-1.75	0.75
dismayed	-1.74	0.67
vicious	-1.71	0.34
ghostly	-1.71	0.87
homesick	-1.71	0.88
solemn	-1.71	0.71
embarrassed	-1.70	0.65
surprised	-1.70	0.60
inconceivable	-1.70	0.71
disgusted	-1.70	0.64
annoyed	-1.70	0.68
intolerable	-1.69	0.18
bleeding	-1.69	0.28
shabby	-1.68	0.78
damned	-1.66	0.48
cramped	-1.63	0.29
dazed	-1.62	0.35
ruthless	-1.60	0.90
timid	-1.59	0.74
nervous	-1.59	0.40
ironic	-1.58	0.69
little	-1.56	0.72
fond	-1.56	0.61
malicious	-1.56	0.84
commonplace	-1.55	0.85
uncanny	-1.55	0.87
astonished	-1.53	0.64
desperate	-1.53	0.13
selfish	-1.52	0.33
oppressive	-1.52	0.27
dizzy	-1.52	0.38
damn	-1.51	0.81
aching	-1.50	0.37
tame	-1.49	0.68
suspicious	-1.49	0.53
irritating	-1.48	0.78
martial	-1.48	0.84
dangerous	-1.48	0.72
old	-1.47	0.91
ridiculous	-1.47	0.29
exacting	-1.47	0.70
impatient	-1.47	0.47
thirsty	-1.46	0.41
dearest	-1.44	0.70
superstitious	-1.44	0.11
dismal	-1.43	0.13
obvious	-1.43	0.86
unbearable	-1.43	0.38
unjust	-1.42	0.27
savage	-1.41	0.46
furious	-1.40	0.15
arduous	-1.39	0.84
tiresome	-1.38	0.74
foolish	-1.38	0.28
ominous	-1.38	0.35
hardest	-1.38	0.75
bloody	-1.36	0.19
moody	-1.35	0.39
excited	-1.35	0.58
accidental	-1.35	0.81
aghast	-1.33	0.42
resentful	-1.33	0.59
embarrassing	-1.31	1.01
rude	-1.31	0.17
naughty	-1.30	1.00
unfamiliar	-1.30	0.83
merciless	-1.30	0.42
hysterical	-1.29	0.16
sordid	-1.28	0.30
foul	-1.28	0.23
incredulous	-1.28	0.50
bitter	-1.27	0.19
swollen	-1.27	0.24
downright	-1.27	0.18
dire	-1.26	0.28
indignant	-1.26	0.48
precarious	-1.25	0.70
fierce	-1.24	0.29
speechless	-1.24	0.21
latent	-1.23	1.05
external	-1.22	1.19
amazed	-1.22	0.51
kinder	-1.21	0.39
sullen	-1.20	0.25
vulgar	-1.20	0.25
puzzling	-1.20	0.89
feeble	-1.20	0.23
latest	-1.19	0.91
stiff	-1.19	0.32
unspeakable	-1.19	0.35
relentless	-1.18	0.44
conspicuous	-1.17	0.73
momentous	-1.17	1.04
useless	-1.16	0.17
uncommon	-1.15	0.63
impotent	-1.15	0.14
severe	-1.14	0.13
petty	-1.14	0.19
vague	-1.14	0.24
foremost	-1.14	0.99
futile	-1.13	0.17
disastrous	-1.13	0.29
drunk	-1.12	0.27
stale	-1.12	0.72
dreary	-1.12	0.15
unfair	-1.11	0.21
worthless	-1.10	0.15
terrific	-1.10	0.28
impending	-1.09	0.30
improper	-1.09	0.20
howling	-1.08	0.19
mysterious	-1.07	0.40
false	-1.07	0.22
haggard	-1.06	0.45
infernal	-1.05	1.02
uncertain	-1.05	0.30
plentiful	-1.04	0.83
morbid	-1.04	0.24
unwise	-1.04	0.21
violent	-1.04	0.20
mad	-1.03	0.24
treacherous	-1.03	0.25
depressing	-1.03	0.96
gloomy	-1.02	0.18
curt	-1.01	0.22
chronic	-1.00	0.18
virgin	-1.00	0.82
thankful	-1.00	0.74
corrupt	-0.99	0.20
objectionable	-0.99	0.84
nasty	-0.99	0.96
rebellious	-0.98	0.34
battered	-0.98	0.31
discouraging	-0.98	0.78
mournful	-0.98	0.23
greedy	-0.98	0.32
fantastic	-0.97	0.41
mute	-0.97	0.27
somber	-0.97	0.20
meaningless	-0.97	0.25
incompetent	-0.97	0.17
passionate	-0.96	0.14
grim	-0.96	0.24
brooding	-0.96	0.21
irrelevant	-0.96	0.17
inevitable	-0.95	0.23
aware	-0.95	0.32
guilty	-0.94	0.23
mock	-0.94	0.20
ole	-0.94	0.40
inert	-0.94	0.32
forbidding	-0.94	0.16
darned	-0.94	1.07
drunken	-0.94	0.27
funny	-0.94	0.94
irresponsible	-0.94	0.23
senior	-0.93	0.84
unreal	-0.93	0.18
awed	-0.93	0.29
alarming	-0.93	0.45
unreasonable	-0.93	0.14
sure	-0.92	1.08
asleep	-0.92	0.35
bold	-0.91	0.86
likely	-0.91	0.75
cunning	-0.91	0.33
unbelievable	-0.91	0.41
startling	-0.90	0.82
incredible	-0.89	0.29
inexplicable	-0.88	0.33
serious	-0.88	0.22
clumsy	-0.88	0.25
blank	-0.88	0.21
destructive	-0.87	0.28
desolate	-0.87	0.22
mischievous	-0.87	0.23
unfit	-0.86	0.17
doubtful	-0.86	0.44
shy	-0.86	0.34
glad	-0.86	0.91
wasteful	-0.86	0.24
amused	-0.86	0.37
acute	-0.86	0.21
preposterous	-0.86	0.23
rotten	-0.85	1.15
careless	-0.85	0.23
frantic	-0.85	0.17
outraged	-0.84	0.42
disconcerting	-0.83	0.44
drab	-0.83	0.21
gross	-0.83	0.26
awkward	-0.82	0.96
crushing	-0.82	0.30
unconscious	-0.82	0.24
untrue	-0.82	0.25
imminent	-0.82	0.26
grimy	-0.81	0.19
tedious	-0.80	0.20
darn	-0.80	0.97
hostile	-0.79	0.24
superfluous	-0.79	0.21
stubborn	-0.78	0.18
sentimental	-0.78	0.22
conscious	-0.78	0.29
inarticulate	-0.78	0.22
earthly	-0.78	1.03
prostrate	-0.77	0.19
criminal	-0.76	0.21
dirty	-0.76	0.27
feverish	-0.76	0.27
wan	-0.76	0.33
disabled	-0.76	0.24
sleepy	-0.75	0.35
abnormal	-0.74	0.29
interested	-0.74	0.51
perilous	-0.74	0.18
sly	-0.74	0.21
reckless	-0.74	0.21
undesirable	-0.73	0.66
drastic	-0.73	0.20
oblivious	-0.73	0.19
menacing	-0.72	0.27
deliberate	-0.72	0.21
unwilling	-0.72	0.27
powerless	-0.72	0.21
monotonous	-0.72	0.27
outrageous	-0.72	0.19
unworthy	-0.71	0.13
unthinkable	-0.71	0.22
concerned	-0.71	0.22
incapable	-0.70	0.21
inconsistent	-0.70	0.20
alcoholic	-0.70	0.16
expectant	-0.69	0.38
gaping	-0.69	0.12
lifeless	-0.69	0.26
dear	-0.69	0.86
fake	-0.68	0.16
sweating	-0.68	0.28
responsible	-0.68	0.16
idle	-0.68	0.12
solitary	-0.68	0.23
lazy	-0.67	0.29
impossible	-0.67	0.16
rigid	-0.67	0.13
disagreeable	-0.67	0.99
utter	-0.66	0.21
immoral	-0.66	1.08
formidable	-0.66	0.24
unfriendly	-0.65	0.11
unsettled	-0.65	0.30
uninteresting	-0.65	0.24
skeptical	-0.65	0.35
reluctant	-0.65	0.19
childish	-0.65	0.28
ragged	-0.65	0.29
alleged	-0.65	0.12
interminable	-0.64	0.17
excessive	-0.64	0.23
breathless	-0.64	0.24
stray	-0.64	0.17
contemptuous	-0.63	0.19
lone	-0.63	0.28
odd	-0.63	0.28
contracting	-0.63	0.18
daring	-0.63	0.14
illegal	-0.63	0.15
unconstitutional	-0.62	0.15
unexpected	-0.62	1.14
scarce	-0.61	0.14
crucial	-0.60	0.32
stern	-0.60	0.18
heathen	-0.60	0.19
exempt	-0.60	0.11
blackened	-0.60	0.30
belated	-0.59	0.09
dependent	-0.59	0.10
brave	-0.59	0.81
annoying	-0.58	0.98
indifferent	-0.58	0.29
awake	-0.57	0.28
silent	-0.56	0.30
frozen	-0.56	0.21
swelling	-0.55	0.14
insulting	-0.55	0.24
negligible	-0.54	0.14
defective	-0.53	0.15
pleased	-0.53	0.88
medical	-0.53	0.21
bolshevist	-0.53	0.19
penal	-0.52	0.19
trifling	-0.52	0.21
convinced	-0.52	0.24
provincial	-0.51	0.15
turbulent	-0.51	0.14
barren	-0.51	0.18
premature	-0.51	0.15
dull	-0.51	0.25
blunt	-0.51	0.26
misleading	-0.51	0.20
dusty	-0.51	0.22
unseen	-0.50	0.34
competitive	-0.50	0.13
throbbing	-0.50	0.21
mortal	-0.50	0.26
veritable	-0.50	0.18
furtive	-0.50	0.22
squat	-0.50	0.28
poignant	-0.49	0.28
dingy	-0.49	0.26
innocent	-0.49	0.88
sudden	-0.49	0.22
